receipt_id,text,label,makro_label,total_belanja
3542,plastik sampah x baygon aerosol stella pengharum tissue paseo s lap microfiber,Household,Housing & Utilities,215500
3543,sekrup set bantal sofa talenan pot tanaman storage box l artificial plant,Home Improvement,Housing & Utilities,543500
3544,tol jakarta cikampek tiket bus transjakarta tiket pesawat domestik,Transportation,Transportation,1077800
3545,oreo vanilla gula pasir ultra milk coklat mie sedaap soto tepung segitiga biru fiesta nugget,Groceries,Food & Beverage,215900
3546,saus sambal abc good day cappuccino,Groceries,Food & Beverage,40500
3547,indomie ayam bawang gula pasir pop mie ayam filma minyak l tepung segitiga biru ultra milk coklat,Groceries,Food & Beverage,118000
3548,kwetiau siram sapi cumi saus padang sop iga gurame bakar air mineral,Restaurants,Food & Beverage,1792800
3549,lampu led sekrup set,Home Improvement,Housing & Utilities,61000
3550,redmi note charger fast kabel data type c powerbank anti gores hp,Electronics & Software,Lifestyle & Entertainment,3957000
3551,shell super,Gas & Fuel,Transportation,490000
3552,indomie goreng kecap bango mie sedaap soto,Groceries,Food & Beverage,28500
3553,lisensi software bln kabel data type c charger fast memory card,Electronics & Software,Lifestyle & Entertainment,482400
3554,kabel roll stop,Home Improvement,Housing & Utilities,113000
3555,mie goreng jawa service charge cumi saus padang gurame bakar,Restaurants,Food & Beverage,483000
3556,hansaplast,Health,Health & Personal Care,10000
3557,flashdisk,Electronics & Software,Lifestyle & Entertainment,87500
3558,tissue nice s indomie ayam bawang garam refina bimoli l indomie goreng fiesta nugget mie sedaap soto good day cappuccino,Groceries,Food & Beverage,219300
3559,cat tembok keran air lampu led organizer drawer talenan pot tanaman,Home Improvement,Housing & Utilities,404000
3560,pixy bedak two way cake hand cream ellips hair vitamin body mist revlon lipstick somethinc serum ponds face wash,Beauty,Health & Personal Care,621000
3561,headset bluetooth flashdisk powerbank charger fast webcam full hd,Electronics & Software,Lifestyle & Entertainment,1271000
3562,burger cheese chicken popcorn take away bag,Fast Food,Food & Beverage,121500
3563,soto ayam jeruk hangat nasi goreng spesial,Restaurants,Food & Beverage,83000
3564,usb hub port flashdisk,Electronics & Software,Lifestyle & Entertainment,272800
3565,lychee tea banana bread iced americano cappuccino matcha latte,Coffee Shops,Food & Beverage,135000
3566,nasi putih air mineral bebek goreng bakso urat es teh manis cumi saus padang,Restaurants,Food & Beverage,320000
3567,termometer digital obh combi panadol biru strip betadine minyak kayu putih paracetamol mg vitamin c mg tolak angin box,Health,Health & Personal Care,366100
3568,lemon tea,Fast Food,Food & Beverage,13000
3569,attack easy karbol wangi kain pel super pell lap microfiber sunlight lime,Household,Housing & Utilities,433500
3570,filma minyak l pepsodent garam refina ultra milk coklat silverqueen lifebuoy sabun batang sosis so nice walls cornetto le minerale tissue nice s,Groceries,Food & Beverage,293000
3571,tiket bus transjakarta tol jakarta cikampek tiket krl tiket bus akap travel antarkota,Transportation,Transportation,367500
3572,skintific moisturizer wardah lightening toner azarine sunscreen ellips hair vitamin,Beauty,Health & Personal Care,333000
3573,mie sedaap soto sosis so nice,Groceries,Food & Beverage,37000
3574,sosis so nice pepsodent,Groceries,Food & Beverage,60000
3575,paket hemat ice cream cone spicy chicken wings cola medium pb spaghetti chicken,Fast Food,Food & Beverage,260100
3576,vaseline body lotion maybelline fit me hand cream scarlett body scrub wardah lightening toner,Beauty,Health & Personal Care,282000
3577,roma kelapa pop mie ayam nu green tea,Groceries,Food & Beverage,132000
3578,dimsum ayam mie ayam jamur,Restaurants,Food & Beverage,127500
3579,sabun cuci tangan sos pembersih lantai sunlight lime baygon aerosol lap microfiber sikat wc,Household,Housing & Utilities,345500
3580,mie sedaap soto walls cornetto filma minyak l yakult,Groceries,Food & Beverage,99500
3581,spicy chicken wings ayam goreng crispy,Fast Food,Food & Beverage,133000
3582,bebek goreng es teh manis tax resto jeruk hangat bakso urat air mineral,Restaurants,Food & Beverage,122200
3583,pot tanaman gantungan baju set,Home Improvement,Housing & Utilities,94000
3584,food container set jam dinding sekrup set lampu led pisau dapur artificial plant,Home Improvement,Housing & Utilities,631000
3585,polo shirt,Apparel,Lifestyle & Entertainment,186000
3586,parkir mobil tiket ferry tiket kereta eksekutif,Transportation,Transportation,518500
3587,chicken nugget,Fast Food,Food & Beverage,66000
3588,body mist maybelline fit me wardah lightening toner,Beauty,Health & Personal Care,301000
3589,bp,Gas & Fuel,Transportation,219000
3590,headset bluetooth,Electronics & Software,Lifestyle & Entertainment,267000
3591,shuttle bandung jkt,Transportation,Transportation,372000
3592,tiket krl,Transportation,Transportation,22000
3593,cinnamon roll oat milk iced americano,Coffee Shops,Food & Beverage,170000
3594,legging sport kaos basic cotton dress wanita,Apparel,Lifestyle & Entertainment,1273000
3595,spaghetti chicken,Fast Food,Food & Beverage,122000
3596,spanish latte banana bread cinnamon roll cappuccino es kopi pandan,Coffee Shops,Food & Beverage,471100
3597,pop mie ayam teh pucuk oreo vanilla,Groceries,Food & Beverage,32000
3598,saus sambal abc roti tawar sari roti tepung segitiga biru,Groceries,Food & Beverage,193000
3599,dexlite,Gas & Fuel,Transportation,602000
3600,sabun cuci tangan kain pel plastik sampah x wipol sikat wc stella pengharum,Household,Housing & Utilities,243000
3601,case hp lisensi software bln kabel data type c,Electronics & Software,Lifestyle & Entertainment,225400
3602,ponds face wash hand cream,Beauty,Health & Personal Care,49000
3603,le minerale yakult telur ayam kecap bango nu green tea,Groceries,Food & Beverage,236000
3604,ayam goreng crispy burger cheese nasi putih chicken nugget,Fast Food,Food & Beverage,192000
3605,headset bluetooth lisensi software bln usb hub port,Electronics & Software,Lifestyle & Entertainment,627900
3606,cola medium chicken popcorn pudding chocolate rice bowl chicken,Fast Food,Food & Beverage,334000
3607,baju anak,Apparel,Lifestyle & Entertainment,263000
3608,service charge matcha latte lychee tea es kopi pandan,Coffee Shops,Food & Beverage,90500
3609,keyboard usb webcam full hd lisensi software bln flashdisk oppo a,Electronics & Software,Lifestyle & Entertainment,3287000
3610,mie ayam jamur gurame bakar sop iga dimsum ayam sate ayam tsk,Restaurants,Food & Beverage,405600
3611,gurame bakar cumi saus padang pb,Restaurants,Food & Beverage,837000
3612,walls cornetto sosis so nice silverqueen frisian flag uht,Groceries,Food & Beverage,283000
3613,tiket ferry airport train,Transportation,Transportation,159000
3614,speaker bluetooth,Electronics & Software,Lifestyle & Entertainment,239500
3615,sate ayam tsk service charge jeruk hangat,Restaurants,Food & Beverage,55100
3616,oreo vanilla,Groceries,Food & Beverage,50000
3617,tol dalam kota airport train,Transportation,Transportation,91000
3618,baygon aerosol spon cuci piring lap microfiber,Household,Housing & Utilities,163500
3619,wardah lightening toner maybelline fit me garnier micellar water,Beauty,Health & Personal Care,234500
3620,organizer drawer bantal sofa pot tanaman,Home Improvement,Housing & Utilities,621000
3621,take away bag ayam goreng crispy sambal extra paket burger combo,Fast Food,Food & Beverage,110000
3622,cinnamon roll,Coffee Shops,Food & Beverage,230000
3623,indomie goreng sunlight lime saus sambal abc,Groceries,Food & Beverage,51600
3624,oat milk cappuccino almond croissant,Coffee Shops,Food & Beverage,259000
3625,lemon tea french fries paket hemat take away bag spaghetti chicken ice cream cone,Fast Food,Food & Beverage,270000
3626,spaghetti chicken ayam goreng crispy tax resto cola medium,Fast Food,Food & Beverage,282000
3627,es cendol sate ayam tsk sop iga,Restaurants,Food & Beverage,297000
3628,nasi putih sate ayam tsk kwetiau siram sapi soto ayam,Restaurants,Food & Beverage,147000
3629,promag tablet betadine,Health,Health & Personal Care,49000
3630,ice cream cone cola medium lemon tea paket burger combo,Fast Food,Food & Beverage,81000
3631,filma minyak l indomie goreng roti tawar sari roti aqua telur ayam,Groceries,Food & Beverage,195500
3632,vaseline body lotion makarizo hair mask somethinc serum garnier micellar water herborist body butter ponds face wash maybelline fit me wardah lightening toner skintific moisturizer scarlett body scrub,Beauty,Health & Personal Care,921100
3633,lychee tea banana bread cinnamon roll oat milk matcha latte iced americano,Coffee Shops,Food & Beverage,310800
3634,pot tanaman,Home Improvement,Housing & Utilities,46000
3635,oat milk brownies iced americano extra shot caffe latte cheesecake slice croissant butter spanish latte,Coffee Shops,Food & Beverage,400500
3636,ayam goreng crispy nasi putih pb,Fast Food,Food & Beverage,82000
3637,tiket bus akap tiket kereta eksekutif,Transportation,Transportation,1738400
3638,ultra milk coklat yakult sosis so nice saus sambal abc telur ayam kopi kapal api mix beras ramos,Groceries,Food & Beverage,192000
3639,teh pucuk gula pasir walls cornetto nu green tea aqua indomie ayam bawang fiesta nugget indomie goreng oreo vanilla,Groceries,Food & Beverage,143500
3640,pertamax,Gas & Fuel,Transportation,169000
3641,teh pucuk le minerale gula pasir walls cornetto aqua roti tawar sari roti,Groceries,Food & Beverage,133000
3642,kemeja flanel,Apparel,Lifestyle & Entertainment,603000
3643,dimsum ayam sop iga ayam bakar madu nasi goreng spesial,Restaurants,Food & Beverage,271000
3644,brownies chocolate ice matcha latte,Coffee Shops,Food & Beverage,118000
3645,bimoli l sunlight lime,Groceries,Food & Beverage,27000
3646,teh pucuk gula pasir garam refina lifebuoy sabun batang piattos sapi panggang,Groceries,Food & Beverage,83800
3647,attack easy lap microfiber stella pengharum molto pewangi spon cuci piring rinso deterjen plastik sampah x,Household,Housing & Utilities,204500
3648,spanish latte es kopi pandan matcha latte oat milk,Coffee Shops,Food & Beverage,231000
3649,service charge service charge bakso urat es teh manis,Restaurants,Food & Beverage,89000
3650,paracetamol mg,Health,Health & Personal Care,6000
3651,oat milk croissant butter,Coffee Shops,Food & Beverage,72500
3652,es cendol gurame bakar kwetiau siram sapi ayam bakar madu,Restaurants,Food & Beverage,1577000
3653,telur ayam mie sedaap soto indomie goreng frisian flag uht pepsodent piattos sapi panggang oreo vanilla,Groceries,Food & Beverage,165600
3654,sosis so nice walls cornetto,Groceries,Food & Beverage,34000
3655,tiket bus transjakarta,Transportation,Transportation,8000
3656,revlon lipstick emina lip cream azarine sunscreen body mist maybelline fit me scarlett body scrub ponds face wash,Beauty,Health & Personal Care,616000
3657,tolak angin box betadine panadol biru strip minyak kayu putih bodrex flu batuk,Health,Health & Personal Care,156900
3658,oralit sachet tolak angin box,Health,Health & Personal Care,104000
3659,cumi saus padang gurame bakar nasi putih ayam bakar madu es teh manis bakso urat tax resto,Restaurants,Food & Beverage,490400
3660,oreo vanilla frisian flag uht garam refina silverqueen fiesta nugget,Groceries,Food & Beverage,113000
3661,indomie goreng roti tawar sari roti filma minyak l chitato sapi panggang pop mie ayam,Groceries,Food & Beverage,140500
3662,garam refina lifebuoy sabun batang teh pucuk telur ayam yakult nu green tea aqua,Groceries,Food & Beverage,154400
3663,shell super,Gas & Fuel,Transportation,224000
3664,chocolate ice croissant butter cinnamon roll kopi susu gula aren,Coffee Shops,Food & Beverage,251700
3665,shell super kopi kaleng,Gas & Fuel,Transportation,373000
3666,mie goreng jawa dimsum ayam capcay seafood bebek goreng soto ayam pb gurame bakar,Restaurants,Food & Beverage,587500
3667,mie sedaap soto roti tawar sari roti tepung segitiga biru,Groceries,Food & Beverage,36500
3668,makarizo hair mask maybelline fit me body mist vaseline body lotion,Beauty,Health & Personal Care,263500
3669,bimoli l pop mie ayam,Groceries,Food & Beverage,34000
3670,spicy chicken wings nasi putih chicken popcorn paket burger combo,Fast Food,Food & Beverage,187900
3671,iced americano oat milk banana bread caffe latte,Coffee Shops,Food & Beverage,208000
3672,almond croissant croissant butter cappuccino matcha latte iced americano,Coffee Shops,Food & Beverage,742000
3673,le minerale lifebuoy sabun batang,Groceries,Food & Beverage,28500
3674,paket burger combo rice bowl chicken spaghetti chicken pudding chocolate french fries cola medium,Fast Food,Food & Beverage,338000
3675,shell super,Gas & Fuel,Transportation,105000
3676,jeruk hangat,Restaurants,Food & Beverage,10000
3677,service charge capcay seafood,Restaurants,Food & Beverage,504000
3678,revvo,Gas & Fuel,Transportation,381000
3679,aqua pop mie ayam le minerale frisian flag uht indomie ayam bawang saus sambal abc,Groceries,Food & Beverage,147500
3680,iced americano,Coffee Shops,Food & Beverage,208000
3681,pertamax turbo,Gas & Fuel,Transportation,355200
3682,kaos kaki topi baseball,Apparel,Lifestyle & Entertainment,189000
3683,mie sedaap soto piattos sapi panggang frisian flag uht,Groceries,Food & Beverage,45000
3684,sanmol tablet betadine,Health,Health & Personal Care,39000
3685,oralit sachet sanmol tablet,Health,Health & Personal Care,20000
3686,matcha latte brownies cinnamon roll,Coffee Shops,Food & Beverage,84000
3687,tiket pesawat domestik tiket krl,Transportation,Transportation,2813000
3688,jaket hoodie,Apparel,Lifestyle & Entertainment,264000
3689,revlon lipstick ellips hair vitamin pixy bedak two way cake,Beauty,Health & Personal Care,320900
3690,capcay seafood es teh manis kwetiau siram sapi ayam bakar madu nasi putih soto ayam dimsum ayam service charge bebek goreng sop iga,Restaurants,Food & Beverage,792100
3691,service charge bakso urat nasi goreng spesial,Restaurants,Food & Beverage,104000
3692,vitamin c mg panadol biru strip termometer digital enervon c botol komix jahe promag tablet obh combi,Health,Health & Personal Care,255000
3693,karbol wangi molto pewangi lap microfiber attack easy wipol kain pel,Household,Housing & Utilities,474000
3694,nasi putih dimsum ayam,Restaurants,Food & Beverage,36000
3695,indomie ayam bawang beras ramos roma kelapa pop mie ayam sunlight lime,Groceries,Food & Beverage,218000
3696,tiket bus transjakarta parkir mobil,Transportation,Transportation,25000
3697,gurame bakar jeruk hangat nasi putih,Restaurants,Food & Beverage,270000
3698,lemon tea paket hemat nasi putih,Fast Food,Food & Beverage,81000
